input,output
पास की फैक्ट्रियों से निकलने वाला धुआं हमारे क्षेत्र में वायु प्रदूषण कर रहा है।,environment
Please meri complaint register karein ki hamari street se garbage regularly collect nahi kiya jata.,environment
Please register my complaint that there is excessive garbage dumping in our locality.,environment
I want to report that garbage is not being collected from our street regularly.,environment
खुले में कचरा जलाने के कारण हमारे क्षेत्र की हवा बहुत खराब हो गई है।,environment
स्थानीय तालाब कचरे और प्लास्टिक से प्रदूषित हो गया है।,environment
The local pond is polluted with garbage and plastic.,environment
Hamare area mein trees cut kiye ja rahe hain aur replacement mein naye trees nahi lagaye ja rahe.,environment
Local pond garbage aur plastic ki wajah se polluted ho gaya hai.,environment
There is a strong foul smell from the garbage dumping area.,environment
हमारे क्षेत्र में पेड़ों को काटा जा रहा है और उनकी जगह नए पेड़ नहीं लगाए जा रहे हैं।,environment
I am facing an issue because garbage is not being collected from our street regularly.,environment
कृपया मेरी शिकायत दर्ज करें कि निर्माण कार्य के कारण बहुत अधिक धूल प्रदूषण हो रहा है।,environment
Open waste burning ki wajah se hamare area ki air quality bahut poor ho gayi hai.,environment
"Log open mein garbage burn kar rahe hain, jiski wajah se air pollution ho raha hai.",environment
स्थानीय तालाब कचरे और प्लास्टिक से प्रदूषित हो गया है।,environment
There is a serious environmental issue: garbage is not being collected from our street regularly.,environment
The air quality has become very poor because of open waste burning.,environment
There is no proper system for collecting household hazardous waste.,environment
स्थानीय पार्क में कचरा और गंदगी फैली हुई है।,environment
Please register my complaint that sewage and waste are being discharged into the local water body.,environment
सड़क के किनारे निर्माण सामग्री का कचरा डाला गया है।,environment
Main complaint register karna chahta hoon ki hamare locality mein excessive garbage dumping ho rahi hai.,environment
The local pond is polluted with garbage and plastic.,environment
हमारे क्षेत्र के सार्वजनिक कूड़ेदान कचरे से भर गए हैं।,environment
हमारे क्षेत्र में रीसाइक्लिंग की उचित सुविधा उपलब्ध नहीं है।,environment
Local park mein litter aur waste bahut zyada pada hua hai.,environment
There is a lot of plastic waste on the roadside.,environment
बाजार के पास कचरे के बहुत सारे ढेर लगे हुए हैं।,environment
There is a lot of plastic waste on the roadside.,environment
Main complaint register karna chahta hoon ki hamari street se garbage regularly collect nahi kiya jata.,environment
There are no proper recycling facilities in our locality.,environment
कृपया मेरी शिकायत दर्ज करें कि हमारी गली से नियमित रूप से कचरा नहीं उठाया जाता है।,environment
Construction waste has been dumped on the roadside.,environment
There are too many stray waste piles near the market.,environment
Smoke from nearby factories is causing air pollution in our locality.,environment
हमारे क्षेत्र में कचरे को अलग करने की उचित व्यवस्था नहीं है।,environment
हमारे क्षेत्र में कचरे को अलग करने की उचित व्यवस्था नहीं है।,environment
मैं शिकायत दर्ज करना चाहता हूं कि स्थानीय जल स्रोत में सीवेज और कचरा डाला जा रहा है।,environment
People are burning garbage in the open and causing air pollution.,environment
हमारे क्षेत्र के सार्वजनिक कूड़ेदान कचरे से भर गए हैं।,environment
I am facing an issue because garbage is not being collected from our street regularly.,environment
पास की फैक्ट्रियों से निकलने वाला धुआं हमारे क्षेत्र में वायु प्रदूषण कर रहा है।,environment
हमारे क्षेत्र में कचरा संग्रहण की सेवा नियमित नहीं है।,environment
I am facing an issue because sewage and waste are being discharged into the local water body.,environment
The local park is filled with litter and waste.,environment
कचरा फेंकने वाली जगह से बहुत तेज बदबू आती है।,environment
Hamare area ke public dustbins garbage se overflow ho rahe hain.,environment
Hamare area mein proper waste segregation facility nahi hai.,environment
Hamare area mein proper waste segregation facility nahi hai.,environment
पास की फैक्ट्रियों से निकलने वाला धुआं हमारे क्षेत्र में वायु प्रदूषण कर रहा है।,environment
The garbage collection service is irregular in our area.,environment
स्थानीय तालाब कचरे और प्लास्टिक से प्रदूषित हो गया है।,environment
People are burning garbage in the open and causing air pollution.,environment
There is a lot of plastic waste on the roadside.,environment
बाजार के पास कचरे के बहुत सारे ढेर लगे हुए हैं।,environment
मैं शिकायत दर्ज करना चाहता हूं कि हमारे क्षेत्र में खुले में बहुत अधिक कचरा फेंका जा रहा है।,environment
Residential buildings ke paas openly waste dump kiya ja raha hai.,environment
The trees in our area are being cut without proper replacement.,environment
सड़क के किनारे निर्माण सामग्री का कचरा डाला गया है।,environment
Construction waste has been dumped on the roadside.,environment
Nearby factories ka smoke hamare locality mein air pollution cause kar raha hai.,environment
हमारे क्षेत्र में पेड़ों को काटा जा रहा है और उनकी जगह नए पेड़ नहीं लगाए जा रहे हैं।,environment
Hamare locality mein proper recycling facility available nahi hai.,environment
The local park is filled with litter and waste.,environment
The area has very poor waste segregation facilities.,environment
स्थानीय पार्क में कचरा और गंदगी फैली हुई है।,environment
Hamare locality mein proper recycling facility available nahi hai.,environment
The public dustbins in our area are overflowing.,environment
Residential buildings ke paas openly waste dump kiya ja raha hai.,environment
Waste is being dumped openly near residential buildings.,environment
रिहायशी इमारतों के पास खुले में कचरा डाला जा रहा है।,environment
मैं शिकायत दर्ज करना चाहता हूं कि हमारी गली से नियमित रूप से कचरा नहीं उठाया जाता है।,environment
Hamare area ke public dustbins garbage se overflow ho rahe hain.,environment
Hamare area mein trees cut kiye ja rahe hain aur replacement mein naye trees nahi lagaye ja rahe.,environment
यह एक गंभीर पर्यावरण संबंधी समस्या है: निर्माण कार्य के कारण बहुत अधिक धूल प्रदूषण हो रहा है।,environment
Residents in our area are facing a problem because sewage and waste are being discharged into the local water body.,environment
हमारे क्षेत्र के सार्वजनिक कूड़ेदान कचरे से भर गए हैं।,environment
Hamare area mein proper waste segregation facility nahi hai.,environment
सड़क के किनारे बहुत अधिक प्लास्टिक कचरा पड़ा है।,environment
हमारे क्षेत्र में कचरे को अलग करने की उचित व्यवस्था नहीं है।,environment
"लोग खुले में कचरा जला रहे हैं, जिससे वायु प्रदूषण हो रहा है।",environment
Smoke from nearby factories is causing air pollution in our locality.,environment
The air quality has become very poor because of open waste burning.,environment
Residential buildings ke paas openly waste dump kiya ja raha hai.,environment
कृपया मेरी शिकायत दर्ज करें कि निर्माण कार्य के कारण बहुत अधिक धूल प्रदूषण हो रहा है।,environment
कचरा फेंकने वाली जगह से बहुत तेज बदबू आती है।,environment
The air quality has become very poor because of open waste burning.,environment
I want to report that there is excessive garbage dumping in our locality.,environment
The area has very poor waste segregation facilities.,environment
There are no proper recycling facilities in our locality.,environment
Roadside par bahut zyada plastic waste pada hua hai.,environment
Household hazardous waste collect karne ka proper system nahi hai.,environment
मैं शिकायत दर्ज करना चाहता हूं कि हमारी गली से नियमित रूप से कचरा नहीं उठाया जाता है।,environment
There is a serious environmental issue: garbage is not being collected from our street regularly.,environment
The trees in our area are being cut without proper replacement.,environment
सड़क के किनारे बहुत अधिक प्लास्टिक कचरा पड़ा है।,environment
