input,output
Please meri complaint register karein ki hamare area ki kai streetlights work nahi kar rahi hain.,energy
Please register my complaint that there are frequent power cuts in our locality.,energy
I want to report that several streetlights in our area are not working.,energy
वोल्टेज में बार-बार उतार-चढ़ाव से घरेलू उपकरण खराब हो रहे हैं।,energy
हमारे क्षेत्र की सार्वजनिक सुविधा में बिजली की विश्वसनीय आपूर्ति नहीं है।,energy
The public facility in our area does not have a reliable power supply.,energy
Hamare community ka electricity connection adequate nahi hai.,energy
Hamare area ki public facility mein reliable power supply nahi hai.,energy
There is a loose electricity wire hanging near the road.,energy
हमारे समुदाय में बिजली का कनेक्शन पर्याप्त नहीं है।,energy
I am facing an issue because several streetlights in our area are not working.,energy
कृपया मेरी शिकायत दर्ज करें कि बिजली मीटर लगाने का अनुरोध अभी तक पूरा नहीं हुआ है।,energy
Frequent voltage fluctuations ki wajah se household appliances damage ho rahe hain.,energy
"Raat mein streetlights off rehti hain, jiski wajah se road unsafe hai.",energy
हमारे क्षेत्र की सार्वजनिक सुविधा में बिजली की विश्वसनीय आपूर्ति नहीं है।,energy
There is a serious energy-related issue: several streetlights in our area are not working.,energy
There are frequent voltage fluctuations damaging household appliances.,energy
Solar streetlights installed in our locality are not functioning.,energy
खुले बिजली के तार स्थानीय लोगों के लिए सुरक्षा का खतरा पैदा कर रहे हैं।,energy
Please register my complaint that the electricity outage continues despite repeated complaints.,energy
हमारे क्षेत्र में कई घंटों से बिजली नहीं है।,energy
Main complaint register karna chahta hoon ki hamare locality mein frequent power cuts ho rahe hain.,energy
The public facility in our area does not have a reliable power supply.,energy
बिजली का एक खराब खंभा अभी तक ठीक नहीं किया गया है।,energy
सार्वजनिक सड़क के पास उचित स्ट्रीट लाइट की व्यवस्था नहीं है।,energy
Exposed electrical wires residents ke liye safety risk create kar rahe hain.,energy
The electricity transformer near our street is frequently failing.,energy
खराब मौसम के दौरान बिजली की आपूर्ति अस्थिर हो जाती है।,energy
The electricity transformer near our street is frequently failing.,energy
Main complaint register karna chahta hoon ki hamare area ki kai streetlights work nahi kar rahi hain.,energy
There is no proper street lighting near the public road.,energy
कृपया मेरी शिकायत दर्ज करें कि हमारे क्षेत्र की कई स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
Our locality has been without electricity for several hours.,energy
The power supply becomes unstable whenever there is bad weather.,energy
The damaged electrical cable near our house has not been replaced.,energy
हमारे क्षेत्र का ट्रांसफॉर्मर ओवरलोड है और बार-बार ट्रिप करता है।,energy
हमारे क्षेत्र का ट्रांसफॉर्मर ओवरलोड है और बार-बार ट्रिप करता है।,energy
मैं शिकायत दर्ज करना चाहता हूं कि बार-बार शिकायत करने के बावजूद बिजली की कटौती जारी है।,energy
"The streetlights are switched off at night, making the road unsafe.",energy
बिजली का एक खराब खंभा अभी तक ठीक नहीं किया गया है।,energy
I am facing an issue because several streetlights in our area are not working.,energy
हमारे घर के पास खराब बिजली की केबल अभी तक नहीं बदली गई है।,energy
हमारे क्षेत्र में बिजली की आपूर्ति बहुत अनियमित है।,energy
I am facing an issue because the electricity outage continues despite repeated complaints.,energy
Exposed electrical wires are creating a safety risk for residents.,energy
सड़क के पास बिजली का ढीला तार लटक रहा है।,energy
Ek damaged electricity pole abhi tak repair nahi hua hai.,energy
Hamare area ka transformer overloaded hai aur frequently trip karta hai.,energy
Hamare area ka transformer overloaded hai aur frequently trip karta hai.,energy
हमारे घर के पास खराब बिजली की केबल अभी तक नहीं बदली गई है।,energy
The electricity supply in our area is very unreliable.,energy
हमारे क्षेत्र की सार्वजनिक सुविधा में बिजली की विश्वसनीय आपूर्ति नहीं है।,energy
"The streetlights are switched off at night, making the road unsafe.",energy
The electricity transformer near our street is frequently failing.,energy
खराब मौसम के दौरान बिजली की आपूर्ति अस्थिर हो जाती है।,energy
मैं शिकायत दर्ज करना चाहता हूं कि हमारे क्षेत्र में बार-बार बिजली कटौती होती है।,energy
Hamare neighbourhood mein voltage bahut low aa raha hai.,energy
The electricity connection to our community is inadequate.,energy
हमारे क्षेत्र में कई घंटों से बिजली नहीं है।,energy
Our locality has been without electricity for several hours.,energy
Hamare house ke paas damaged electrical cable abhi tak replace nahi hui.,energy
हमारे समुदाय में बिजली का कनेक्शन पर्याप्त नहीं है।,energy
Public road ke paas proper street lighting nahi hai.,energy
Exposed electrical wires are creating a safety risk for residents.,energy
The transformer in our area is overloaded and frequently trips.,energy
खुले बिजली के तार स्थानीय लोगों के लिए सुरक्षा का खतरा पैदा कर रहे हैं।,energy
Public road ke paas proper street lighting nahi hai.,energy
A damaged electricity pole has not been repaired.,energy
Hamare neighbourhood mein voltage bahut low aa raha hai.,energy
We are experiencing low voltage in our neighbourhood.,energy
हमारे मोहल्ले में बिजली का वोल्टेज बहुत कम रहता है।,energy
मैं शिकायत दर्ज करना चाहता हूं कि हमारे क्षेत्र की कई स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
Ek damaged electricity pole abhi tak repair nahi hua hai.,energy
Hamare community ka electricity connection adequate nahi hai.,energy
यह एक गंभीर ऊर्जा संबंधी समस्या है: बिजली मीटर लगाने का अनुरोध अभी तक पूरा नहीं हुआ है।,energy
Residents in our area are facing a problem because the electricity outage continues despite repeated complaints.,energy
बिजली का एक खराब खंभा अभी तक ठीक नहीं किया गया है।,energy
Hamare area ka transformer overloaded hai aur frequently trip karta hai.,energy
हमारी गली के पास बिजली का ट्रांसफॉर्मर बार-बार खराब हो जाता है।,energy
हमारे क्षेत्र का ट्रांसफॉर्मर ओवरलोड है और बार-बार ट्रिप करता है।,energy
"रात में स्ट्रीट लाइटें बंद रहती हैं, जिससे सड़क असुरक्षित हो जाती है।",energy
The damaged electrical cable near our house has not been replaced.,energy
There are frequent voltage fluctuations damaging household appliances.,energy
Hamare neighbourhood mein voltage bahut low aa raha hai.,energy
कृपया मेरी शिकायत दर्ज करें कि बिजली मीटर लगाने का अनुरोध अभी तक पूरा नहीं हुआ है।,energy
सड़क के पास बिजली का ढीला तार लटक रहा है।,energy
There are frequent voltage fluctuations damaging household appliances.,energy
I want to report that there are frequent power cuts in our locality.,energy
The transformer in our area is overloaded and frequently trips.,energy
There is no proper street lighting near the public road.,energy
Hamari street ke paas electricity transformer frequently fail ho raha hai.,energy
Hamare locality mein installed solar streetlights functioning nahi hain.,energy
मैं शिकायत दर्ज करना चाहता हूं कि हमारे क्षेत्र की कई स्ट्रीट लाइटें काम नहीं कर रही हैं।,energy
There is a serious energy-related issue: several streetlights in our area are not working.,energy
The electricity connection to our community is inadequate.,energy
हमारी गली के पास बिजली का ट्रांसफॉर्मर बार-बार खराब हो जाता है।,energy
