input,output
Ye ek serious rural livelihood issue hai: small rural businesses ko adequate government support nahi mil raha hai.,rural livelihood
Farm workers in our village are not getting enough seasonal employment.,rural livelihood
ग्रामीण रोजगार योजना के तहत मजदूरों को समय पर मजदूरी नहीं मिल रही है।,rural livelihood
People in our area are migrating because there are not enough local jobs.,rural livelihood
Local jobs ki shortage ki wajah se hamare area ke log migrate kar rahe hain.,rural livelihood
Young people in the village do not have access to affordable skill development.,rural livelihood
Rural workers are not getting information about available government livelihood schemes.,rural livelihood
स्थानीय स्वयं सहायता समूहों को समय पर वित्तीय सहायता नहीं मिल रही है।,rural livelihood
Main is problem se pareshan hoon kyunki small rural businesses ko adequate government support nahi mil raha hai.,rural livelihood
सार्वजनिक कार्य पूरा करने के बाद मजदूरों को भुगतान मिलने में देरी हो रही है।,rural livelihood
सरकारी रोजगार कार्यक्रम में पात्र श्रमिकों का सही तरीके से पंजीकरण नहीं हो रहा है।,rural livelihood
Public works complete karne ke baad workers ko payment milne mein delay ho raha hai.,rural livelihood
हमारे गांव की महिलाओं के लिए आय अर्जित करने के अवसर सीमित हैं।,rural livelihood
Workers are facing delays in receiving payments for completed public works.,rural livelihood
Women entrepreneurs in our village are not receiving proper institutional support.,rural livelihood
यह एक गंभीर ग्रामीण आजीविका संबंधी समस्या है: हमारे गांव में छोटे व्यवसायों के लिए उचित सुविधाओं की कमी है।,rural livelihood
हमारे गांव की महिलाओं के लिए आय अर्जित करने के अवसर सीमित हैं।,rural livelihood
The local self-help groups are not receiving timely financial support.,rural livelihood
Women in our village have limited opportunities to earn an income.,rural livelihood
Rural workers ko government livelihood schemes ki information time par nahi milti.,rural livelihood
Hamare village ki women entrepreneurs ko proper institutional support nahi mil raha hai.,rural livelihood
हमारे गांव में युवाओं के लिए उचित कौशल प्रशिक्षण के अवसर नहीं हैं।,rural livelihood
हमारे गांव में युवाओं के लिए उचित कौशल प्रशिक्षण के अवसर नहीं हैं।,rural livelihood
Public works complete karne ke baad workers ko payment milne mein delay ho raha hai.,rural livelihood
बेरोजगारी के समय ग्रामीण श्रमिकों को समय पर सहायता नहीं मिलती है।,rural livelihood
यह एक गंभीर ग्रामीण आजीविका संबंधी समस्या है: छोटे ग्रामीण व्यवसायों को पर्याप्त सरकारी सहायता नहीं मिल रही है।,rural livelihood
Hamare village mein young people ke liye proper skill training opportunities nahi hain.,rural livelihood
Main is problem se pareshan hoon kyunki small rural businesses ko adequate government support nahi mil raha hai.,rural livelihood
ग्रामीण कारीगरों के लिए अपने उत्पाद बेचने के पर्याप्त अवसर नहीं हैं।,rural livelihood
हमारे गांव के लोगों को समस्या हो रही है क्योंकि हमारे गांव में लोगों के लिए रोजगार के पर्याप्त अवसर नहीं हैं।,rural livelihood
Workers are not receiving their wages on time under the rural employment scheme.,rural livelihood
Rural workers are not getting timely assistance during periods of unemployment.,rural livelihood
ग्रामीण रोजगार योजना के तहत मजदूरों को समय पर मजदूरी नहीं मिल रही है।,rural livelihood
ग्रामीण रोजगार योजना के तहत मजदूरों को समय पर मजदूरी नहीं मिल रही है।,rural livelihood
हमारे गांव की महिलाओं के लिए आय अर्जित करने के अवसर सीमित हैं।,rural livelihood
Please meri complaint register karein ki local market small rural producers ko adequate support nahi deta hai.,rural livelihood
Ye ek serious rural livelihood issue hai: hamare village mein small businesses ke liye proper facilities ki shortage hai.,rural livelihood
ग्रामीण श्रमिकों को सरकारी आजीविका योजनाओं की जानकारी समय पर नहीं मिलती है।,rural livelihood
The local government employment scheme does not provide work regularly.,rural livelihood
The local administration has not addressed the shortage of livelihood opportunities in our village.,rural livelihood
Rural workers ko government livelihood schemes ki information time par nahi milti.,rural livelihood
Local government employment scheme mein regularly work nahi milta hai.,rural livelihood
हमारे गांव के खेतिहर मजदूरों को पर्याप्त मौसमी रोजगार नहीं मिलता है।,rural livelihood
ग्रामीण रोजगार योजना के तहत मजदूरों को समय पर मजदूरी नहीं मिल रही है।,rural livelihood
Local government employment scheme mein regularly work nahi milta hai.,rural livelihood
Hamare village ki women ke liye income earn karne ke opportunities limited hain.,rural livelihood
Village ke young people ke liye affordable skill development available nahi hai.,rural livelihood
Hamare village ke farm workers ko enough seasonal employment nahi milta.,rural livelihood
Rural youth ke liye nearby vocational training centre available nahi hai.,rural livelihood
There are no nearby vocational training centres for rural youth.,rural livelihood
Hamare village ke residents ko problem ho rahi hai kyunki hamare village mein small businesses ke liye proper facilities ki shortage hai.,rural livelihood
Young people in the village do not have access to affordable skill development.,rural livelihood
Rural workers ko government livelihood schemes ki information time par nahi milti.,rural livelihood
स्थानीय प्रशासन ने हमारे गांव में आजीविका के अवसरों की कमी का समाधान नहीं किया है।,rural livelihood
Government employment programme mein eligible workers ka proper registration nahi ho raha.,rural livelihood
सरकारी रोजगार कार्यक्रम में पात्र श्रमिकों का सही तरीके से पंजीकरण नहीं हो रहा है।,rural livelihood
Hamare village ke farm workers ko enough seasonal employment nahi milta.,rural livelihood
कृपया मेरी शिकायत दर्ज करें कि हमारे गांव में छोटे व्यवसायों के लिए उचित सुविधाओं की कमी है।,rural livelihood
Women in our village have limited opportunities to earn an income.,rural livelihood
हमारे गांव में युवाओं के लिए उचित कौशल प्रशिक्षण के अवसर नहीं हैं।,rural livelihood
हमारे गांव की महिलाओं के लिए आय अर्जित करने के अवसर सीमित हैं।,rural livelihood
The local administration has not addressed the shortage of livelihood opportunities in our village.,rural livelihood
Local administration ne hamare village mein livelihood opportunities ki shortage solve nahi ki hai.,rural livelihood
स्थानीय रोजगार की कमी के कारण हमारे क्षेत्र के लोग पलायन कर रहे हैं।,rural livelihood
Women entrepreneurs in our village are not receiving proper institutional support.,rural livelihood
Rural workers are not getting timely assistance during periods of unemployment.,rural livelihood
हमारे गांव में युवाओं के लिए उचित कौशल प्रशिक्षण के अवसर नहीं हैं।,rural livelihood
सार्वजनिक कार्य पूरा करने के बाद मजदूरों को भुगतान मिलने में देरी हो रही है।,rural livelihood
हमारे गांव के लोगों को समस्या हो रही है क्योंकि स्थानीय बाजार छोटे ग्रामीण उत्पादकों को पर्याप्त सहायता नहीं देता है।,rural livelihood
Local self-help groups ko timely financial support nahi mil raha hai.,rural livelihood
Local jobs ki shortage ki wajah se hamare area ke log migrate kar rahe hain.,rural livelihood
Unemployment ke time rural workers ko timely assistance nahi milti.,rural livelihood
गांव के युवाओं के लिए सस्ती कौशल विकास सुविधाएं उपलब्ध नहीं हैं।,rural livelihood
Please meri complaint register karein ki small rural businesses ko adequate government support nahi mil raha hai.,rural livelihood
Please register my complaint that there are not enough employment opportunities for people in our village.,rural livelihood
I want to report that small rural businesses are not receiving adequate government support.,rural livelihood
हमारे गांव की महिला उद्यमियों को उचित संस्थागत सहायता नहीं मिल रही है।,rural livelihood
बेरोजगारी के समय ग्रामीण श्रमिकों को समय पर सहायता नहीं मिलती है।,rural livelihood
Rural workers are not getting timely assistance during periods of unemployment.,rural livelihood
Rural artisans ke liye apne products sell karne ke enough opportunities nahi hain.,rural livelihood
Unemployment ke time rural workers ko timely assistance nahi milti.,rural livelihood
Women in our village have limited opportunities to earn an income.,rural livelihood
ग्रामीण कारीगरों के लिए अपने उत्पाद बेचने के पर्याप्त अवसर नहीं हैं।,rural livelihood
I am facing an issue because small rural businesses are not receiving adequate government support.,rural livelihood
कृपया मेरी शिकायत दर्ज करें कि स्थानीय बाजार छोटे ग्रामीण उत्पादकों को पर्याप्त सहायता नहीं देता है।,rural livelihood
Hamare village ki women entrepreneurs ko proper institutional support nahi mil raha hai.,rural livelihood
Hamare village ke farm workers ko enough seasonal employment nahi milta.,rural livelihood
बेरोजगारी के समय ग्रामीण श्रमिकों को समय पर सहायता नहीं मिलती है।,rural livelihood
There is a serious rural livelihood issue: small rural businesses are not receiving adequate government support.,rural livelihood
Women entrepreneurs in our village are not receiving proper institutional support.,rural livelihood
The local administration has not addressed the shortage of livelihood opportunities in our village.,rural livelihood
स्थानीय स्वयं सहायता समूहों को समय पर वित्तीय सहायता नहीं मिल रही है।,rural livelihood
Please register my complaint that the village lacks proper facilities for small-scale local businesses.,rural livelihood
ग्रामीण श्रमिकों को सरकारी आजीविका योजनाओं की जानकारी समय पर नहीं मिलती है।,rural livelihood
Main complaint register karna chahta hoon ki hamare village mein logon ke liye enough employment opportunities nahi hain.,rural livelihood
Rural workers are not getting timely assistance during periods of unemployment.,rural livelihood
ग्रामीण युवाओं के लिए पास में कोई व्यावसायिक प्रशिक्षण केंद्र नहीं है।,rural livelihood
सार्वजनिक कार्य पूरा करने के बाद मजदूरों को भुगतान मिलने में देरी हो रही है।,rural livelihood
Local self-help groups ko timely financial support nahi mil raha hai.,rural livelihood
The village does not have proper skill training opportunities for young people.,rural livelihood
स्थानीय रोजगार की कमी के कारण हमारे क्षेत्र के लोग पलायन कर रहे हैं।,rural livelihood
The village does not have proper skill training opportunities for young people.,rural livelihood
Main complaint register karna chahta hoon ki small rural businesses ko adequate government support nahi mil raha hai.,rural livelihood
Workers are facing delays in receiving payments for completed public works.,rural livelihood
कृपया मेरी शिकायत दर्ज करें कि छोटे ग्रामीण व्यवसायों को पर्याप्त सरकारी सहायता नहीं मिल रही है।,rural livelihood
Rural workers are not getting information about available government livelihood schemes.,rural livelihood
People in our area are migrating because there are not enough local jobs.,rural livelihood
Young people in the village do not have access to affordable skill development.,rural livelihood
सरकारी रोजगार कार्यक्रम में पात्र श्रमिकों का सही तरीके से पंजीकरण नहीं हो रहा है।,rural livelihood
सरकारी रोजगार कार्यक्रम में पात्र श्रमिकों का सही तरीके से पंजीकरण नहीं हो रहा है।,rural livelihood
मैं शिकायत दर्ज करना चाहता हूं कि हमारे गांव में छोटे व्यवसायों के लिए उचित सुविधाओं की कमी है।,rural livelihood
Farm workers in our village are not getting enough seasonal employment.,rural livelihood
ग्रामीण युवाओं के लिए पास में कोई व्यावसायिक प्रशिक्षण केंद्र नहीं है।,rural livelihood
I am facing an issue because small rural businesses are not receiving adequate government support.,rural livelihood
गांव के युवाओं के लिए सस्ती कौशल विकास सुविधाएं उपलब्ध नहीं हैं।,rural livelihood
स्थानीय सरकारी रोजगार योजना के तहत नियमित रूप से काम नहीं मिलता है।,rural livelihood
I am facing an issue because the village lacks proper facilities for small-scale local businesses.,rural livelihood
The local self-help groups are not receiving timely financial support.,rural livelihood
हमारे गांव की महिलाओं के लिए आय अर्जित करने के अवसर सीमित हैं।,rural livelihood
Rural youth ke liye nearby vocational training centre available nahi hai.,rural livelihood
Government employment programme mein eligible workers ka proper registration nahi ho raha.,rural livelihood
Government employment programme mein eligible workers ka proper registration nahi ho raha.,rural livelihood
गांव के युवाओं के लिए सस्ती कौशल विकास सुविधाएं उपलब्ध नहीं हैं।,rural livelihood
The local government employment scheme does not provide work regularly.,rural livelihood
बेरोजगारी के समय ग्रामीण श्रमिकों को समय पर सहायता नहीं मिलती है।,rural livelihood
Farm workers in our village are not getting enough seasonal employment.,rural livelihood
The village does not have proper skill training opportunities for young people.,rural livelihood
स्थानीय रोजगार की कमी के कारण हमारे क्षेत्र के लोग पलायन कर रहे हैं।,rural livelihood
मैं शिकायत दर्ज करना चाहता हूं कि हमारे गांव में लोगों के लिए रोजगार के पर्याप्त अवसर नहीं हैं।,rural livelihood
Rural employment scheme ke under workers ko wages time par nahi mil rahi hain.,rural livelihood
There are not enough opportunities for rural artisans to sell their products.,rural livelihood
ग्रामीण श्रमिकों को सरकारी आजीविका योजनाओं की जानकारी समय पर नहीं मिलती है।,rural livelihood
Rural workers are not getting information about available government livelihood schemes.,rural livelihood
Village ke young people ke liye affordable skill development available nahi hai.,rural livelihood
ग्रामीण कारीगरों के लिए अपने उत्पाद बेचने के पर्याप्त अवसर नहीं हैं।,rural livelihood
Public works complete karne ke baad workers ko payment milne mein delay ho raha hai.,rural livelihood
The local self-help groups are not receiving timely financial support.,rural livelihood
The government employment programme is not registering eligible workers properly.,rural livelihood
स्थानीय स्वयं सहायता समूहों को समय पर वित्तीय सहायता नहीं मिल रही है।,rural livelihood
Public works complete karne ke baad workers ko payment milne mein delay ho raha hai.,rural livelihood
There are no nearby vocational training centres for rural youth.,rural livelihood
Rural employment scheme ke under workers ko wages time par nahi mil rahi hain.,rural livelihood
Workers are not receiving their wages on time under the rural employment scheme.,rural livelihood
ग्रामीण रोजगार योजना के तहत मजदूरों को समय पर मजदूरी नहीं मिल रही है।,rural livelihood
मैं शिकायत दर्ज करना चाहता हूं कि छोटे ग्रामीण व्यवसायों को पर्याप्त सरकारी सहायता नहीं मिल रही है।,rural livelihood
Rural youth ke liye nearby vocational training centre available nahi hai.,rural livelihood
Rural artisans ke liye apne products sell karne ke enough opportunities nahi hain.,rural livelihood
यह एक गंभीर ग्रामीण आजीविका संबंधी समस्या है: स्थानीय बाजार छोटे ग्रामीण उत्पादकों को पर्याप्त सहायता नहीं देता है।,rural livelihood
Residents in our village are facing a problem because the village lacks proper facilities for small-scale local businesses.,rural livelihood
ग्रामीण युवाओं के लिए पास में कोई व्यावसायिक प्रशिक्षण केंद्र नहीं है।,rural livelihood
Government employment programme mein eligible workers ka proper registration nahi ho raha.,rural livelihood
हमारे गांव में युवाओं के लिए उचित कौशल प्रशिक्षण के अवसर नहीं हैं।,rural livelihood
सरकारी रोजगार कार्यक्रम में पात्र श्रमिकों का सही तरीके से पंजीकरण नहीं हो रहा है।,rural livelihood
हमारे गांव के खेतिहर मजदूरों को पर्याप्त मौसमी रोजगार नहीं मिलता है।,rural livelihood
Young people in the village do not have access to affordable skill development.,rural livelihood
Women entrepreneurs in our village are not receiving proper institutional support.,rural livelihood
Rural employment scheme ke under workers ko wages time par nahi mil rahi hain.,rural livelihood
कृपया मेरी शिकायत दर्ज करें कि स्थानीय बाजार छोटे ग्रामीण उत्पादकों को पर्याप्त सहायता नहीं देता है।,rural livelihood
हमारे गांव की महिलाओं के लिए आय अर्जित करने के अवसर सीमित हैं।,rural livelihood
Women entrepreneurs in our village are not receiving proper institutional support.,rural livelihood
I want to report that there are not enough employment opportunities for people in our village.,rural livelihood
The government employment programme is not registering eligible workers properly.,rural livelihood
Workers are facing delays in receiving payments for completed public works.,rural livelihood
Hamare village mein young people ke liye proper skill training opportunities nahi hain.,rural livelihood
Local administration ne hamare village mein livelihood opportunities ki shortage solve nahi ki hai.,rural livelihood
मैं शिकायत दर्ज करना चाहता हूं कि छोटे ग्रामीण व्यवसायों को पर्याप्त सरकारी सहायता नहीं मिल रही है।,rural livelihood
There is a serious rural livelihood issue: small rural businesses are not receiving adequate government support.,rural livelihood
There are not enough opportunities for rural artisans to sell their products.,rural livelihood
हमारे गांव में युवाओं के लिए उचित कौशल प्रशिक्षण के अवसर नहीं हैं।,rural livelihood
