input,output
कृपया मेरी शिकायत दर्ज करें कि नए विकसित क्षेत्र में उचित सार्वजनिक सुविधाएं उपलब्ध नहीं हैं।,urban development
Rainwater accumulates on the roads because of poor drainage.,urban development
इस सड़क पर पैदल चलने वालों के लिए उचित फुटपाथ नहीं है।,urban development
खराब जल निकासी के कारण बारिश का पानी सड़कों पर जमा हो जाता है।,urban development
The newly developed residential area lacks basic civic infrastructure.,urban development
Newly developed residential area mein basic civic infrastructure ki shortage hai.,urban development
हमारे मोहल्ले की सड़क और अन्य बुनियादी सुविधाओं का रखरखाव खराब है।,urban development
The road expansion work has caused unnecessary obstruction for residents.,urban development
There is no proper infrastructure for elderly and disabled pedestrians.,urban development
इस सड़क पर पैदल चलने वालों के लिए उचित फुटपाथ नहीं है।,urban development
स्कूल के पास पैदल यात्रियों के लिए उचित क्रॉसिंग नहीं है।,urban development
हमारे क्षेत्र के लोगों को समस्या हो रही है क्योंकि हमारे क्षेत्र में सार्वजनिक बैठने की जगह खराब हो गई है।,urban development
Hamare area ka public park properly maintained nahi hai.,urban development
Hamare neighbourhood ki street infrastructure properly maintained nahi hai.,urban development
Elderly aur disabled pedestrians ke liye proper infrastructure nahi hai.,urban development
हमारे क्षेत्र का सामुदायिक केंद्र खराब स्थिति में है।,urban development
Please meri complaint register karein ki newly constructed road par already cracks aa gaye hain.,urban development
Please register my complaint that the roads in our locality are badly damaged and need repair.,urban development
I want to report that the newly constructed road has developed cracks already.,urban development
सड़क चौड़ीकरण के काम से स्थानीय लोगों को अनावश्यक परेशानी हो रही है।,urban development
बुजुर्गों और दिव्यांग पैदल यात्रियों के लिए उचित बुनियादी सुविधाएं नहीं हैं।,urban development
There is no proper infrastructure for elderly and disabled pedestrians.,urban development
Main road ka divider damaged hai aur unsafe hai.,urban development
Elderly aur disabled pedestrians ke liye proper infrastructure nahi hai.,urban development
Rainwater accumulates on the roads because of poor drainage.,urban development
मुख्य सड़क का डिवाइडर टूट गया है और असुरक्षित है।,urban development
I am facing an issue because the newly constructed road has developed cracks already.,urban development
कृपया मेरी शिकायत दर्ज करें कि हमारे क्षेत्र में सार्वजनिक बैठने की जगह खराब हो गई है।,urban development
Road expansion work ki wajah se residents ko unnecessary obstruction face karna pad raha hai.,urban development
Hamare locality ki main road ke paas proper drainage nahi hai.,urban development
बुजुर्गों और दिव्यांग पैदल यात्रियों के लिए उचित बुनियादी सुविधाएं नहीं हैं।,urban development
There is a serious urban development issue: the newly constructed road has developed cracks already.,urban development
The road expansion work has caused unnecessary obstruction for residents.,urban development
The newly developed residential area lacks basic civic infrastructure.,urban development
हमारे क्षेत्र का सार्वजनिक पार्क ठीक से बनाए नहीं रखा जाता है।,urban development
Please register my complaint that there are no proper public facilities in the newly developed area.,urban development
हमारे क्षेत्र के खेल मैदान की तुरंत मरम्मत की जरूरत है।,urban development
Main complaint register karna chahta hoon ki hamare locality ki roads bahut damaged hain aur repair ki zarurat hai.,urban development
There is no proper infrastructure for elderly and disabled pedestrians.,urban development
सड़क निर्माण का काम कई महीनों से अधूरा पड़ा है।,urban development
स्कूल के पास पैदल यात्रियों के लिए उचित क्रॉसिंग नहीं है।,urban development
Hamare area ka public park properly maintained nahi hai.,urban development
There is no proper footpath for pedestrians on this road.,urban development
हमारे मोहल्ले की सड़क और अन्य बुनियादी सुविधाओं का रखरखाव खराब है।,urban development
There is no proper footpath for pedestrians on this road.,urban development
Main complaint register karna chahta hoon ki newly constructed road par already cracks aa gaye hain.,urban development
There is no proper pedestrian crossing near the school.,urban development
कृपया मेरी शिकायत दर्ज करें कि नई बनी सड़क पर पहले से ही दरारें पड़ गई हैं।,urban development
The playground in our locality needs urgent repair.,urban development
The street infrastructure in our neighbourhood is poorly maintained.,urban development
The community centre in our area is in poor condition.,urban development
बाजार के पास की सड़क बहुत संकरी है और वहां नियमित जाम लगता है।,urban development
बाजार के पास की सड़क बहुत संकरी है और वहां नियमित जाम लगता है।,urban development
मैं शिकायत दर्ज करना चाहता हूं कि नए विकसित क्षेत्र में उचित सार्वजनिक सुविधाएं उपलब्ध नहीं हैं।,urban development
There is poor drainage along the main road in our locality.,urban development
सड़क निर्माण का काम कई महीनों से अधूरा पड़ा है।,urban development
I am facing an issue because the newly constructed road has developed cracks already.,urban development
हमारे क्षेत्र का सामुदायिक केंद्र खराब स्थिति में है।,urban development
हमारे क्षेत्र की मुख्य सड़क पर बड़े-बड़े गड्ढे हैं।,urban development
I am facing an issue because there are no proper public facilities in the newly developed area.,urban development
The public park in our area is poorly maintained.,urban development
खराब जल निकासी के कारण बारिश का पानी सड़कों पर जमा हो जाता है।,urban development
Road construction work kai months se incomplete pada hai.,urban development
Market ke paas road bahut narrow hai aur regular traffic jam hota hai.,urban development
Market ke paas road bahut narrow hai aur regular traffic jam hota hai.,urban development
हमारे क्षेत्र का सामुदायिक केंद्र खराब स्थिति में है।,urban development
There are large potholes on the main road in our area.,urban development
बुजुर्गों और दिव्यांग पैदल यात्रियों के लिए उचित बुनियादी सुविधाएं नहीं हैं।,urban development
There is poor drainage along the main road in our locality.,urban development
There is no proper footpath for pedestrians on this road.,urban development
हमारे मोहल्ले की सड़क और अन्य बुनियादी सुविधाओं का रखरखाव खराब है।,urban development
मैं शिकायत दर्ज करना चाहता हूं कि हमारे क्षेत्र की सड़कें बहुत खराब हैं और मरम्मत की जरूरत है।,urban development
Hamare locality ka footpath broken hai aur use karna difficult hai.,urban development
The divider on the main road is damaged and unsafe.,urban development
हमारे क्षेत्र के खेल मैदान की तुरंत मरम्मत की जरूरत है।,urban development
The playground in our locality needs urgent repair.,urban development
Hamare area ka community centre poor condition mein hai.,urban development
मुख्य सड़क का डिवाइडर टूट गया है और असुरक्षित है।,urban development
School ke paas pedestrians ke liye proper crossing nahi hai.,urban development
The public park in our area is poorly maintained.,urban development
The road near the market is too narrow and causes regular congestion.,urban development
हमारे क्षेत्र का सार्वजनिक पार्क ठीक से बनाए नहीं रखा जाता है।,urban development
School ke paas pedestrians ke liye proper crossing nahi hai.,urban development
The road construction work has been left incomplete for months.,urban development
Hamare locality ka footpath broken hai aur use karna difficult hai.,urban development
The footpath in our locality is broken and difficult to use.,urban development
हमारे क्षेत्र का फुटपाथ टूटा हुआ है और चलने में परेशानी होती है।,urban development
मैं शिकायत दर्ज करना चाहता हूं कि नई बनी सड़क पर पहले से ही दरारें पड़ गई हैं।,urban development
Road construction work kai months se incomplete pada hai.,urban development
Main road ka divider damaged hai aur unsafe hai.,urban development
यह एक गंभीर शहरी विकास संबंधी समस्या है: हमारे क्षेत्र में सार्वजनिक बैठने की जगह खराब हो गई है।,urban development
Residents in our area are facing a problem because there are no proper public facilities in the newly developed area.,urban development
सड़क निर्माण का काम कई महीनों से अधूरा पड़ा है।,urban development
Market ke paas road bahut narrow hai aur regular traffic jam hota hai.,urban development
इस सड़क पर पैदल चलने वालों के लिए उचित फुटपाथ नहीं है।,urban development
बाजार के पास की सड़क बहुत संकरी है और वहां नियमित जाम लगता है।,urban development
हमारे क्षेत्र की मुख्य सड़क के किनारे जल निकासी की उचित व्यवस्था नहीं है।,urban development
The community centre in our area is in poor condition.,urban development
The road expansion work has caused unnecessary obstruction for residents.,urban development
Hamare locality ka footpath broken hai aur use karna difficult hai.,urban development
कृपया मेरी शिकायत दर्ज करें कि हमारे क्षेत्र में सार्वजनिक बैठने की जगह खराब हो गई है।,urban development
खराब जल निकासी के कारण बारिश का पानी सड़कों पर जमा हो जाता है।,urban development
The road expansion work has caused unnecessary obstruction for residents.,urban development
I want to report that the roads in our locality are badly damaged and need repair.,urban development
The road near the market is too narrow and causes regular congestion.,urban development
There is no proper pedestrian crossing near the school.,urban development
Is road par pedestrians ke liye proper footpath nahi hai.,urban development
Newly developed residential area mein basic civic infrastructure ki shortage hai.,urban development
मैं शिकायत दर्ज करना चाहता हूं कि नई बनी सड़क पर पहले से ही दरारें पड़ गई हैं।,urban development
There is a serious urban development issue: the newly constructed road has developed cracks already.,urban development
The divider on the main road is damaged and unsafe.,urban development
इस सड़क पर पैदल चलने वालों के लिए उचित फुटपाथ नहीं है।,urban development
